1409501a35697e0ce68561e29577b90a_1	1421	80.82341766357422
1409501a35697e0ce68561e29577b90a_1	1421	80.82341766357422
1409501a35697e0ce68561e29577b90a_1	1051	80.20576477050781
1409501a35697e0ce68561e29577b90a_1	2454	80.19771575927734
1409501a35697e0ce68561e29577b90a_1	776	79.9705581665039
1409501a35697e0ce68561e29577b90a_1	1638	79.79486846923828
1409501a35697e0ce68561e29577b90a_1	1175	79.735595703125
1409501a35697e0ce68561e29577b90a_1	1035	79.59903717041016
1409501a35697e0ce68561e29577b90a_1	1023	79.58796691894531
1409501a35697e0ce68561e29577b90a_1	1176	79.13700866699219
1409501a35697e0ce68561e29577b90a_1	2005	79.01296997070312
1409501a35697e0ce68561e29577b90a_3	2454	91.48924255371094
1409501a35697e0ce68561e29577b90a_3	2343	90.25408935546875
1409501a35697e0ce68561e29577b90a_3	2455	90.06611633300781
1409501a35697e0ce68561e29577b90a_3	2453	89.59359741210938
1409501a35697e0ce68561e29577b90a_3	2451	87.82860565185547
1409501a35697e0ce68561e29577b90a_3	2341	87.71549224853516
1409501a35697e0ce68561e29577b90a_3	1038	86.86668395996094
1409501a35697e0ce68561e29577b90a_3	1026	86.84712219238281
1409501a35697e0ce68561e29577b90a_3	1778	86.73397827148438
1409501a35697e0ce68561e29577b90a_3	91	86.68083953857422
1409501a35697e0ce68561e29577b90a_5	2343	93.89641571044922
1409501a35697e0ce68561e29577b90a_5	2455	93.8094253540039
1409501a35697e0ce68561e29577b90a_5	2454	93.0245361328125
1409501a35697e0ce68561e29577b90a_5	2453	92.2674560546875
1409501a35697e0ce68561e29577b90a_5	2456	92.24188995361328
1409501a35697e0ce68561e29577b90a_5	2056	91.43986511230469
1409501a35697e0ce68561e29577b90a_5	2345	91.14321899414062
1409501a35697e0ce68561e29577b90a_5	1778	91.03850555419922
1409501a35697e0ce68561e29577b90a_5	2825	90.90805053710938
1409501a35697e0ce68561e29577b90a_5	1804	90.83168029785156
1409501a35697e0ce68561e29577b90a_7	2343	94.908935546875
1409501a35697e0ce68561e29577b90a_7	2455	94.43093872070312
1409501a35697e0ce68561e29577b90a_7	2453	93.72283935546875
1409501a35697e0ce68561e29577b90a_7	2023	93.5637435913086
1409501a35697e0ce68561e29577b90a_7	3015	93.53924560546875
1409501a35697e0ce68561e29577b90a_7	2345	93.52342987060547
1409501a35697e0ce68561e29577b90a_7	3111	93.48558807373047
1409501a35697e0ce68561e29577b90a_7	2456	93.40235900878906
1409501a35697e0ce68561e29577b90a_7	2454	93.34610748291016
1409501a35697e0ce68561e29577b90a_7	2665	93.31741333007812
1409501a35697e0ce68561e29577b90a_9	3411	94.47526550292969
1409501a35697e0ce68561e29577b90a_9	3015	94.11679077148438
1409501a35697e0ce68561e29577b90a_9	2023	94.09165954589844
1409501a35697e0ce68561e29577b90a_9	3076	93.98490905761719
1409501a35697e0ce68561e29577b90a_9	1856	93.7892074584961
1409501a35697e0ce68561e29577b90a_9	3423	93.70491027832031
1409501a35697e0ce68561e29577b90a_9	3982	93.64228057861328
1409501a35697e0ce68561e29577b90a_9	3146	93.64012145996094
1409501a35697e0ce68561e29577b90a_9	3111	93.60350036621094
1409501a35697e0ce68561e29577b90a_9	2918	93.52867889404297
1409501a35697e0ce68561e29577b90a_11	2204	93.19114685058594
1409501a35697e0ce68561e29577b90a_11	1856	93.1076889038086
1409501a35697e0ce68561e29577b90a_11	3015	93.06932067871094
1409501a35697e0ce68561e29577b90a_11	3146	92.9158706665039
1409501a35697e0ce68561e29577b90a_11	3411	92.8598403930664
1409501a35697e0ce68561e29577b90a_11	3076	92.69548034667969
1409501a35697e0ce68561e29577b90a_11	2918	92.6790542602539
1409501a35697e0ce68561e29577b90a_11	2665	92.61942291259766
1409501a35697e0ce68561e29577b90a_11	3454	92.58705139160156
1409501a35697e0ce68561e29577b90a_11	2793	92.5851821899414
98c58a56af5e55754eeb7d427928ff66_1	2611	84.65020751953125
98c58a56af5e55754eeb7d427928ff66_1	442	84.41402435302734
98c58a56af5e55754eeb7d427928ff66_1	438	84.37176513671875
98c58a56af5e55754eeb7d427928ff66_1	2614	84.17984008789062
98c58a56af5e55754eeb7d427928ff66_1	2610	84.09538269042969
98c58a56af5e55754eeb7d427928ff66_1	2606	83.57862091064453
98c58a56af5e55754eeb7d427928ff66_1	1993	83.51197052001953
98c58a56af5e55754eeb7d427928ff66_1	2615	82.97381591796875
98c58a56af5e55754eeb7d427928ff66_1	2608	81.77294158935547
98c58a56af5e55754eeb7d427928ff66_1	437	81.59951782226562
98c58a56af5e55754eeb7d427928ff66_6	2455	93.47882843017578
98c58a56af5e55754eeb7d427928ff66_6	2610	92.9549331665039
98c58a56af5e55754eeb7d427928ff66_6	2454	92.93756103515625
98c58a56af5e55754eeb7d427928ff66_6	3110	92.85247802734375
98c58a56af5e55754eeb7d427928ff66_6	2433	92.71929931640625
98c58a56af5e55754eeb7d427928ff66_6	2608	92.60770416259766
98c58a56af5e55754eeb7d427928ff66_6	2345	92.38351440429688
98c58a56af5e55754eeb7d427928ff66_6	2431	92.36632537841797
98c58a56af5e55754eeb7d427928ff66_6	487	92.3576889038086
98c58a56af5e55754eeb7d427928ff66_6	2343	92.30244445800781
98c58a56af5e55754eeb7d427928ff66_8	2433	93.71636962890625
98c58a56af5e55754eeb7d427928ff66_8	2610	93.47611999511719
98c58a56af5e55754eeb7d427928ff66_8	3110	93.33568572998047
98c58a56af5e55754eeb7d427928ff66_8	179	93.32927703857422
98c58a56af5e55754eeb7d427928ff66_8	169	93.30020141601562
98c58a56af5e55754eeb7d427928ff66_8	3146	93.18236541748047
98c58a56af5e55754eeb7d427928ff66_8	2608	93.00330352783203
98c58a56af5e55754eeb7d427928ff66_8	2431	92.99932098388672
98c58a56af5e55754eeb7d427928ff66_8	2755	92.73027038574219
98c58a56af5e55754eeb7d427928ff66_8	180	92.67801666259766
98c58a56af5e55754eeb7d427928ff66_10	180	93.76476287841797
98c58a56af5e55754eeb7d427928ff66_10	170	93.74267578125
98c58a56af5e55754eeb7d427928ff66_10	434	93.73003387451172
98c58a56af5e55754eeb7d427928ff66_10	422	93.68717193603516
98c58a56af5e55754eeb7d427928ff66_10	4058	93.28923034667969
98c58a56af5e55754eeb7d427928ff66_10	3146	93.07964324951172
98c58a56af5e55754eeb7d427928ff66_10	57	92.53146362304688
98c58a56af5e55754eeb7d427928ff66_10	3978	92.51042938232422
98c58a56af5e55754eeb7d427928ff66_10	579	92.49885559082031
98c58a56af5e55754eeb7d427928ff66_10	37	92.47830200195312
98c58a56af5e55754eeb7d427928ff66_12	180	94.98396301269531
98c58a56af5e55754eeb7d427928ff66_12	4058	94.95304870605469
98c58a56af5e55754eeb7d427928ff66_12	170	94.94938659667969
98c58a56af5e55754eeb7d427928ff66_12	434	94.54689025878906
98c58a56af5e55754eeb7d427928ff66_12	3982	94.49761962890625
98c58a56af5e55754eeb7d427928ff66_12	422	94.49170684814453
98c58a56af5e55754eeb7d427928ff66_12	3423	93.91759490966797
98c58a56af5e55754eeb7d427928ff66_12	3411	93.85845184326172
98c58a56af5e55754eeb7d427928ff66_12	3970	93.81343078613281
98c58a56af5e55754eeb7d427928ff66_12	3146	93.6360855102539
56f37985586c76d125118233adb410fa_1	1833	94.12886047363281
56f37985586c76d125118233adb410fa_1	1834	91.36492919921875
56f37985586c76d125118233adb410fa_1	1832	91.16613006591797
56f37985586c76d125118233adb410fa_1	1831	88.35408782958984
56f37985586c76d125118233adb410fa_1	1829	88.08863067626953
